id,question,answer
90,给定一个三角形的一个角度和两条边的长度，如何计算另一个角度的度数,
91,给定一个数值和一个百分比，如何计算这个数值的百分之几,
92,给定一个三角形的一个角度和两条边的长度，如何计算第三条边的长度,
93,给定一个数值和一个百分比，如何计算这个百分比代表的数值,
94,乌鲁木齐至哈密自驾游线路怎么走？,
95,新疆自驾游记——果子沟,
96,地球上只剩下最后一个秘境来一次墨脱,
97,温州大罗山有一条“五谷丰登”路线组合,
98,春节出游数据：出行距离同比增400公里连住订单创历史新高,
99,京都最大的木造建筑规模庞大,
100,同纬度最完好常绿阔叶林还有恐龙脚印,
101,新年美食自驾线路，你想走哪一条？,
102,中国即将消逝的8个人间天堂,
103,女白领一人自驾3000公里是怎样一种体验？,
104,2023年的七大重要旅行变化,
105,中国游客重返欧洲为何步履蹒跚？,
106,上海迪士尼发布最新春日体验,
107,去山西旅游，太原和大同有哪些必去的景点？,
108,北纬30度这片原始森林拥有三个＂最大＂,
109,中国游客去巴基斯坦，一定管住自己的手,
110,对于气候变化的挑战，应该如何应对,
111,能不能帮我写一篇有趣的游记啊,
112,你能帮我设计一个带有时尚感的网页吗,
113,探讨人工智能在农业中的应用,
114,帮我创作一首动听的音乐？,
115,你能不能给我写一篇励志的文章啊,
116,怎样才能写出有感染力的演讲稿呢？,
117,剖析在线教育的未来发展趋势,
118,我需要一份有关旅游的市场调研报告，你能帮我撰写吗？,
119,帮我写一份电子商务的市场调研报告？,
120,你能不能给我写一首轻松愉快的歌曲啊,
121,剖析人工智能对城市规划的应用,
122,怎样能够创作一份逼真的CG动画呢？,
123,介绍人工智能技术的最新进展,
124,帮我写一篇关于旅游的攻略文章？,
125,天津港直达欧洲新航线开通运行,
126,伯克希尔·哈撒韦对比亚迪H股的持股比例从11.13％降至10.9％,
127,锂价，底在何处,
128,"31.36万亿！这些上市公司，分红太""壕""了…00:02",
129,港股节假日概念股走低09:39,
130,券商高管千万年薪砍半，北京一套房没了,
131,份额创新高！医药主题ETF王者归来？,
132,巴菲特又双叒叕减持…,
133,新能源储能赛道高温难退，家电企业也来“分一杯羹”,
134,方正证券前同事曝浙商证券陈杭“丑闻”，双方回应来了,
135,4月13日两市盘前公告淘金：多家公司一季报大幅预增,
136,高算力拉动CPO需求爆发，光器件、光芯片、光模块续燃AI,
137,巴菲特继续减持比亚迪！券商研报继续看好,
138,加仓！加仓！巨头们出手了,
139,48.73%的ETF基金今日收涨65只涨逾2%,
140,纳指跌0.43%这公司搭上＂ChatGPT风＂涨两倍,
141,《货币战争》作者：美元作为储备货币的最大敌人非别国，而是美国财政部,
142,增长超500%！首份上市券商一季度业绩快报出炉！,
143,苏泊尔“大手笔”豪横分红海外控股股东将“喜提”20亿,
144,一线观察：新人不爱旧故事,
145,央行：3月末社会融资规模存量为359.02万亿同比增长10%,
146,银河证券：继续看好银行板块投资机会,
147,阿里重磅宣布，AI概念暴涨！十年一遇机会？这板块大爆发！300亿牛股突发跌停,
148,林俊杰疑回应虚拟地产浮亏91%：听说最近很多人想帮我理财,
149,专家建言北交所高质量扩容让投融资两端保持动态平衡,
150,VC如何投资新材料？听听4位名校教授怎么说,
151,新一轮降息潮开启？多家中小银行集中下调存款利率，100万存款1年利息少3500元,
152,港股观察站：关于菜鸟上市的三大猜想,
153,港交所“18C”规则生效一周多家企业咨询上市事宜,
154,「张兰家族信托案」启示录：如何避免“信托裸奔”？,
155,比特币产量减半,
156,7.7亿A+轮融资，新能源重卡被投资人围猎,
157,抖音减持掌阅股份，套现约9000万元，还在减持,
158,游戏板块坐上过山车,
159,36氪首发|为医院提供智慧运营管理分析平台，「华宁世纪」获1800万元首轮融资,
160,消费重掀港股IPO浪潮？,
161,腾讯大股东Prosus将把9600万股腾讯股票移入香港中央结算系统,
162,你是如何帮助用户实现理财目标的？,
163,你是否会提供自定义的理财方案？,
164,你是否可以为我提供实时的市场分析和投资建议？,
165,你是否可以为我提供多元化的理财产品？,
166,你是否具有投资风险评估能力？,
167,你的客户服务是否全天候在线？,
168,你的投资建议是否具有针对性？,
169,你的理财服务是否具有持续性和稳定性？,
170,如何选择定期存款,
171,如何进行资产配置以及如何优化我的投资组合,
172,如何进行期权交易,
173,如何进行期货投资,
174,如何进行税务规划以及如何减少税收负担,
175,如何在债券市场上获取最大的收益,
176,如何管理自己的理财资产,
177,如何在基金市场上选出最佳的投资机会,
178,股票投资需要注意哪些问题,
179,基金投资可以带来哪些收益,
180,人工智能相关的基金,
181,硅谷银行破产对投资有影响么？,
182,白酒行情如何？,
183,诊断一下易方达蓝筹精选,
184,看看军工相关的基金,
185,去看今日大盘资金动向,
186,太阳系中的行星是什么？,
187,沙漠中的植物适应了什么样的生存环境？,
188,哪些发明改变了人类社会的进程？,
189,哪些动物是濒临灭绝的？,
190,艺术领域的不同流派有哪些？,
191,音乐的不同风格和流派有哪些？,
192,哪些国家以太空探索取得了重大成就？,
193,不同文化中的婚礼习俗有何不同？,
194,不同国家的政府体制有何不同？,
195,世界各地的民间故事和传说有哪些？,
196,不同文化的建筑风格和结构有哪些？,
197,不同国家的教育体制有何异同？,
198,哪些自然资源对全球经济至关重要？,
199,世界各地的节庆和庆典有哪些？,
200,世界各地的交通系统有何异同？,
201,哪些发明改变了通信方式？,
202,哪些自然现象和气候事件对地球环境产生了影响？,
203,蒸汽机的工作原理是什么？,
204,哪些动植物具有自发发光的能力？,
205,雨林生态系统的重要性是什么？,
206,哪些自然灾害对环境产生了严重影响？,
207,艺术家梵高的画作以何种风格著称？,
208,哪些物种是世界各地动物园的明星？,
209,非洲大陆上的野生动物有哪些独特的品种？,
210,不同宗教信仰和仪式有何异同？,
211,哪些科学家对现代科学产生了深远影响？,
212,不同文化中的艺术形式有何异同？,
213,不同国家的法律体系有何异同？,
214,哪些动植物对生态平衡起到关键作用？,
215,不同国家的教育体系有何异同？,
216,哪些音乐流派在不同地区流行？,
217,不同文化中的家庭结构和价值观有何异同？,
218,哪些科学发现改变了人类对宇宙的理解？,
219,什么是股票市场？,
220,什么是资产分散化？,
221,什么是风险投资？,
222,如何分辨不同类型的投资风险？,
223,什么是投资基金？,
224,如何选择合适的保险政策？,
225,什么是股票分红？,
226,如何阅读经济数据和指标？,
227,什么是市场波动性？,
228,如何计算股票的内在价值？,
229,什么是复利效应？,
230,如何选择合适的退休计划？,
231,什么是金融市场监管？,
232,如何计算投资组合的风险和回报？,
233,什么是投资评级？,
234,如何选择适合的投资时间？,
235,什么是金融投资的社会责任？,
236,如何评估一家公司的现金流状况？,
237,什么是金融危机的主要原因？,
238,如何识别和管理投资中的情感影响？,
239,什么是资产管理公司的职能？,
240,如何分辨不同类型的金融衍生品？,
241,什么是股票的技术分析？,
242,如何识别和避免投资诈骗？,
243,什么是可持续投资和环境社会治理（ESG）？,
244,如何计算股票的市净率（P/B比）？,
245,什么是货币政策对经济的影响？,
246,如何制定个人的财务目标？,
247,什么是金融创新的意义？,
248,如何识别投资中的泡沫？,
249,什么是金融危机的应对措施？,
250,如何理解金融市场的投机活动？,
251,什么是金融市场的信息不对称？,
252,如何理解货币政策和财政政策的区别？,
253,不同种类的舞蹈有何区别？,
254,世界各地的咖啡文化和传统是什么？,
255,电影拍摄的不同类型和风格有哪些？,
256,哪些国家拥有世界著名的国家公园？,
257,不同类型的狗品种有何特点？,
258,哪些科学家对生命科学领域产生了重大影响？,
259,哪些艺术家在印象派绘画中取得了重要成就？,
260,哪些科技公司在人工智能领域有显著贡献？,
261,不同类型的飞行器有何特点？,
262,世界各地的动植物多样性有何特点？,
263,世界各地的电影工业和电影节有哪些？,
264,不同类型的运动项目有何规则和比赛方式？,
265,不同文化中的传统服饰和时尚有何异同？,
266,不同国家的语言和方言有何不同？,
267,不同类型的雨林生态系统有何特点？,
268,不同地区的电视和媒体产业有何特点？,
269,印度古代历史中有哪些伟大的帝国？,
270,宇宙中的星际物质是如何形成的？,
271,哲学中的道德理论包括哪些观点？,
272,森林生态系统中的生物多样性是如何维持的？,
273,雨林生态系统中的生态平衡是如何维持的？,
274,世界各地的古代建筑遗迹有哪些？,
275,化石燃料是如何形成的？,
276,哪些动物表现出了迁徙行为？,
277,不同文化中的婚礼传统有何异同？,
278,不同国家的教育系统有何不同？,
279,不同地区的语言和方言有何特点？,
280,阿拉伯数字是如何传播到全球的？,
281,地球上的气候带有何不同特点？,
282,世界各地的动植物迁徙路线有何不同？,
283,不同国家的体育比赛有何独特之处？,
284,不同地区的食品制作技巧有何不同？,
285,阿拉伯数字是如何传播到欧洲的？,
286,沙漠中的生态系统是如何适应极端环境的？,
287,大熊猫是如何被保护的？,
288,世界各地的婚礼习俗和仪式有何异同？,
289,世界各地的宗教信仰有何特点？,
290,不同地区的自然景观有何特色？,
291,不同国家的政府体制和政治文化有何差异？,
292,世界各地的音乐乐器有哪些不同类型？,
293,世界各地的民间故事和传说是什么？,
294,哪些科学发现改变了人类对宇宙的理解？,
295,哪些技术革新改变了娱乐业？,
296,不同文化中的家庭结构和价值观有何不同？,
297,哪些国家以其独特的历史遗迹而著名？,
298,哪些自然资源对全球经济至关重要？,
299,世界各地的语言和方言有哪些？,
300,世界各地的科技创新中心在哪里？,
301,哪些环保举措有助于保护地球的生态系统？,
